Juniper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case3_lmbd__sad,3,3,5959.312943,0.02,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case5_pjm__sad,5,6,26108.84228,1.4,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case14_ieee__sad,14,20,2727.522266,7.85,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case24_ieee_rts__sad,24,38,75793.96017,46.1,LOCALLY_SOLVED,FEASIBLE_POINT,0,3,"Any[(2, 4), (3, 9), (5, 10)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_as__sad,30,41,893.9284778,73.75,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_ieee__sad,30,41,8188.571721,26.67,LOCALLY_SOLVED,FEASIBLE_POINT,0,1,"Any[(9, 10)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case39_epri__sad,39,46,147472.8477,75.2,LOCALLY_SOLVED,FEASIBLE_POINT,0,4,"Any[(14, 15), (3, 4), (12, 11), (17, 18)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case57_ieee__sad,57,80,38597.75158,390.83,LOCALLY_SOLVED,FEASIBLE_POINT,0,4,"Any[(22, 38), (4, 6), (9, 12), (3, 15)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case73_ieee_rts__sad,73,120,221416.6702,1051.57,LOCALLY_SOLVED,FEASIBLE_POINT,0,7,"Any[(23, 41), (39, 40), (25, 26), (5, 10), (3, 9), (40, 43), (8, 9)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case89_pegase__sad,89,210,NaN,7203.5,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case118_ieee__sad,118,186,97572.52008,628.53,LOCALLY_SOLVED,FEASIBLE_POINT,0,11,"Any[(50, 57), (49, 54), (18, 19), (41, 42), (27, 32), (40, 42), (35, 36), (51, 52), (51, 58), (64, 61), (66, 67)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case162_ieee_dtc__sad,162,284,NaN,7202.17,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case179_goc__sad,179,263,NaN,7202.64,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case200_activ__sad,200,245,27557.5724,1.1,LOCALLY_SOLVED,FEASIBLE_POINT,1.96E-05,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case240_pserc__sad,240,448,NaN,7219.76,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case300_ieee__sad,300,411,NaN,7205.82,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc__sad,500,733,NaN,7212.97,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case3_lmbd__api,3,3,10635.95218,0.052162376,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case5_pjm__api,5,6,75190.29094,1.227548914,LOCALLY_SOLVED,FEASIBLE_POINT,0,1,"Any[(1, 5)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case14_ieee__api,14,20,5999.363383,1.540784872,LOCALLY_SOLVED,FEASIBLE_POINT,-9.01E-08,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case24_ieee_rts__api,24,38,119743.1336,13.02416009,LOCALLY_SOLVED,FEASIBLE_POINT,0,2,"Any[(15, 16), (5, 10)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_as__api,30,41,3065.779416,26.60684766,LOCALLY_SOLVED,FEASIBLE_POINT,0,2,"Any[(1, 2), (15, 18)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_ieee__api,30,41,17936.4523,21.87173402,LOCALLY_SOLVED,FEASIBLE_POINT,0,3,"Any[(6, 10), (18, 19), (10, 17)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case39_epri__api,39,46,246722.9636,21.49308712,LOCALLY_SOLVED,FEASIBLE_POINT,0,2,"Any[(3, 4), (17, 27)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case57_ieee__api,57,80,49271.85193,148.6028728,LOCALLY_SOLVED,FEASIBLE_POINT,0,3,"Any[(36, 40), (23, 24), (13, 14)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case73_ieee_rts__api,73,120,385277.3168,1493.430806,LOCALLY_SOLVED,FEASIBLE_POINT,0,10,"Any[(1, 2), (39, 40), (15, 21), (29, 34), (13, 39), (20, 23), (18, 21), (19, 20), (42, 45), (18, 21)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case89_pegase__api,89,210,100325.3081,4293.27156,LOCALLY_SOLVED,FEASIBLE_POINT,0,21,"Any[(38, 19), (11, 5), (11, 42), (36, 19), (74, 19), (2, 10), (63, 67), (63, 19), (18, 47), (57, 19), (61, 67), (47, 30), (35, 30), (12, 87), (2, 59), (53, 5), (12, 89), (74, 30), (36, 30), (38, 30), (18, 57)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case118_ieee__api,118,186,181535.8266,6184.675246,LOCALLY_SOLVED,FEASIBLE_POINT,5.19E-09,15,"Any[(50, 57), (63, 59), (74, 75), (41, 42), (19, 20), (49, 66), (8, 30), (11, 12), (55, 56), (12, 16), (40, 42), (14, 15), (65, 66), (2, 12), (51, 58)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case162_ieee_dtc__api,162,284,116923.762,2124.570751,LOCALLY_SOLVED,FEASIBLE_POINT,4.13E-07,18,"Any[(10, 60), (39, 42), (23, 60), (16, 27), (3, 103), (8, 13), (65, 126), (60, 62), (28, 29), (34, 77), (3, 124), (48, 52), (43, 103), (3, 14), (21, 127), (57, 80), (12, 13), (14, 132)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case179_goc__api,179,263,NaN,7200.605334,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case200_activ__api,200,245,35701.46757,1.533323544,LOCALLY_SOLVED,FEASIBLE_POINT,5.87E-05,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case240_pserc__api,240,448,4.64E+06,194.7299774,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case300_ieee__api,300,411,NaN,7202.941447,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc__api,500,733,NaN,7237.381166,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case3_lmbd,3,3,5812.642989,0.02,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case5_pjm,5,6,15174.03192,1.19,LOCALLY_SOLVED,FEASIBLE_POINT,0,1,"Any[(3, 4)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case14_ieee,14,20,2178.080455,1.47,LOCALLY_SOLVED,FEASIBLE_POINT,3.71E-05,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case24_ieee_rts,24,38,63352.20142,0.14,LOCALLY_SOLVED,FEASIBLE_POINT,1.40E-05,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_as,30,41,803.1273389,0.08,LOCALLY_SOLVED,FEASIBLE_POINT,4.04E-06,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_ieee,30,41,7579.032384,34.03,LOCALLY_SOLVED,FEASIBLE_POINT,0,1,"Any[(9, 10)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case39_epri,39,46,137728.7108,7.14,LOCALLY_SOLVED,FEASIBLE_POINT,6.01E-05,3,"Any[(3, 4), (7, 8), (17, 18)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case57_ieee,57,80,37559.29033,97.89,LOCALLY_SOLVED,FEASIBLE_POINT,2.83E-06,5,"Any[(21, 22), (2, 3), (36, 40), (23, 24), (13, 14)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case73_ieee_rts,73,120,189764.0782,0.51,LOCALLY_SOLVED,FEASIBLE_POINT,8.96E-06,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case89_pegase,89,210,106656.2349,628.02,LOCALLY_SOLVED,FEASIBLE_POINT,0,17,"Any[(82, 57), (41, 30), (74, 19), (63, 67), (63, 19), (12, 30), (18, 47), (21, 19), (61, 67), (12, 18), (85, 65), (76, 9), (12, 89), (87, 89), (74, 30), (63, 30), (9, 22)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case118_ieee,118,186,96739.77127,511.32,LOCALLY_SOLVED,FEASIBLE_POINT,5.07E-06,7,"Any[(24, 72), (15, 19), (27, 32), (28, 29), (35, 36), (51, 52), (51, 58)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case162_ieee_dtc,162,284,NaN,7202.01,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case179_goc,179,263,NaN,7201.51,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case200_activ,200,245,27557.5724,0.93,LOCALLY_SOLVED,FEASIBLE_POINT,1.96E-05,0,Any[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case240_pserc,240,448,NaN,7209.94,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case300_ieee,300,411,556086.7019,2553.73,LOCALLY_SOLVED,FEASIBLE_POINT,0,8,"Any[(46, 57), (243, 245), (130, 131), (114, 117), (28, 30), (27, 28), (173, 220), (100, 124)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc,500,733,NaN,7204.29,TIME_LIMIT,INFEASIBLE_POINT, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,nesta_case29_edin__sad,29,99,36038.40135,409.8618184,LOCALLY_SOLVED,FEASIBLE_POINT,1.75E-05,9,"Any[(9, 11), (1, 3), (4, 7), (11, 15), (1, 3), (9, 11), (6, 9), (6, 9), (7, 8)]",9,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc__sad,500,733,NaN,10833.24917,TIME_LIMIT,INFEASIBLE_POINT, , , ,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case588_sdet__sad,588,686,329356.3004,241.9114267,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case793_goc__sad,793,913,NaN,970.5506802,LOCALLY_INFEASIBLE,INFEASIBLE_POINT, , , ,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1354_pegase__sad,1354,1991,NaN,11988.07796,TIME_LIMIT,INFEASIBLE_POINT, , , ,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1888_rte__sad,1888,2531,NaN,10814.76059,TIME_LIMIT,INFEASIBLE_POINT, , , ,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1951_rte__sad,1951,2596,2092428.821,535.9617291,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2000_goc__sad,2000,3639,NaN,10903.73177,TIME_LIMIT,INFEASIBLE_POINT, , , ,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2312_goc__sad,2312,3013,NaN,4457.080575,ITERATION_LIMIT,INFEASIBLE_POINT, , , ,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc__api,500,733,NaN,10839.59142,TIME_LIMIT,INFEASIBLE_POINT, , , ,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case588_sdet__api,588,686,NaN,11127.45905,TIME_LIMIT,INFEASIBLE_POINT, , , ,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case793_goc__api,793,913,NaN,996.143674,LOCALLY_INFEASIBLE,INFEASIBLE_POINT, , , ,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1354_pegase__api,1354,1991,NaN,12096.22721,TIME_LIMIT,INFEASIBLE_POINT, , , ,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1888_rte__api,1888,2531,NaN,10890.08433,TIME_LIMIT,INFEASIBLE_POINT, , , ,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1951_rte__api,1951,2596,NaN,10813.30548,TIME_LIMIT,INFEASIBLE_POINT, , , ,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2000_goc__api,2000,3639,NaN,11013.89066,TIME_LIMIT,INFEASIBLE_POINT, , , ,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2312_goc__api,2312,3013,NaN,4246.553673,ITERATION_LIMIT,INFEASIBLE_POINT, , , ,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case500_goc,500,733,NaN,10825.4529,TIME_LIMIT,INFEASIBLE_POINT, , , ,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case588_sdet,588,686,NaN,11101.0955,TIME_LIMIT,INFEASIBLE_POINT, , , ,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case793_goc,793,913,NaN,10943.44325,TIME_LIMIT,INFEASIBLE_POINT, , , ,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1354_pegase,1354,1991,NaN,10845.5934,TIME_LIMIT,INFEASIBLE_POINT, , , ,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1888_rte,1888,2531,NaN,10829.60819,TIME_LIMIT,INFEASIBLE_POINT, , , ,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case1951_rte,1951,2596,NaN,10822.9849,TIME_LIMIT,INFEASIBLE_POINT, , , ,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2000_goc,2000,3639,NaN,10832.27089,TIME_LIMIT,INFEASIBLE_POINT, , , ,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case2312_goc,2312,3013,NaN,3079.506282,ITERATION_LIMIT,INFEASIBLE_POINT, , , ,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knitro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instance,Nodes,Edges,Objective_value,Run_time,Solution_status,Primal_status,Opt_gap,Num_off_lines,Off_lines,inst_ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case3_lmbd__sad,3,3,5959.312956,14.99535689,LOCALLY_SOLVED,FEASIBLE_POINT,0,0,Any[],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case5_pjm__sad,5,6,26108.84598,0.269169698,LOCALLY_SOLVED,FEASIBLE_POINT,-1.33E-09,0,Any[],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case14_ieee__sad,14,20,2768.538885,4.424666355,LOCALLY_SOLVED,FEASIBLE_POINT,-0.0000819,0,Any[],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case24_ieee_rts__sad,24,38,76613.00837,78.32553949,LOCALLY_SOLVED,FEASIBLE_POINT,-0.00000347,2,"Any[(1, 2), (8, 9)]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_as__sad,30,41,894.2750008,2.97906927,LOCALLY_SOLVED,FEASIBLE_POINT,-0.0000525,2,"Any[(6, 10), (10, 17)]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case30_ieee__sad,30,41,8188.571679,33.25962287,LOCALLY_SOLVED,FEASIBLE_POINT,3.70E-05,1,"Any[(9, 10)]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case39_epri__sad,39,46,147908.8705,40.13826084,LOCALLY_SOLVED,FEASIBLE_POINT,-0.001210599,3,"Any[(2, 25), (6, 11), (5, 6)]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case57_ieee__sad,57,80,38597.82475,63.97495067,LOCALLY_SOLVED,FEASIBLE_POINT,0.00000569,5,"Any[(22, 38), (12, 17), (36, 40), (4, 5), (3, 15)]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglib_opf_case73_ieee_rts__sad,73,120,221250.1065,2125.189535,LOCALLY_SOLVED,FEASIBLE_POINT,0.0000271,5,"Any[(23, 41), (32, 33), (15, 16), (16, 19), (40, 43)]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
